Item ID,Title/Description,Idioma
ITEM-149001,"Project Management Essentials for Busy HR Professionals Human resource professionals must be able to manage a wide variety of HR projects, large and small, while at the same time completing ongoing day-to-day HR tasks. Yet many HR practitioners have had limited exposure to “tried and true” project management methods. In this practical webinar, you will learn project management essentials for the HR function. Among other things, the course will cover topics such as:

Why Projects Succeed or Fail
The Three Phases of the Project Management Process: Plan, Control, Execute
How to Define an HR Project’s Scope and Objectives
How to Break Down a Project into Manageable Tasks
How to Establish a Realistic Project Schedule and Timeline
What to Monitor to Keep a Project on Track
Tips for Managing the People Issues in HR Project Execution",Ingles 
ITEM-150001,VPS  Training Hyperion NPC ,Ingles 
ITEM-150002,"BEO Firm Procurement Training for MIF PTLs, analysts and contract officers The presentation will be in SPANISH and COFs can join through webex:

Bank Executed Operations MIF Training 
Thursday, March 15, 2018 
12:00 pm  |  Eastern Daylight Time (New York, GMT-04:00)  | 
Meeting number (access code): 732 918 088 
https://iadb.webex.com/iadb/j.php?MTID=m031d212e269551a252e35de0d7dd4d1c 



Join by phone
1-650-479-3207 Call-in toll number (US/Canada)
Global call-in numbers

https://iadb.webex.com/cmp3200/webcomponents/widget/globalcallin/globalcallin.do?siteurl=iadb&serviceType=MC&eventID=610372727&tollFree=0",Ingles 
ITEM-15001,"PMR: Revisión de la Planificación a la Elegibilidad (3/7) Conoce los elementos claves para actualizar el PMR cuando tu proyecto alcanza la elegibilidad, y su incidencia sobre la medición de desempeño de tu operación. El curso PMR: Revisión de la Planificación a la Elegibilidad, es el tercero de un total de 7 cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR, por sus siglas en inglés. Al finalizar este tercer curso serás capaz de identificar los pasos necesarios para actualizar la información de la matriz de resultados al momento de la elegibilidad de una operación. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.",Español 
ITEM-15002,"PMR: at Eligibility (3/7) The course PMR: at Eligibility is the third of 7 courses that you will study to learn details regarding the Project Monitoring Report (PMR). Get to know the key elements needed to update the performance of your project. In this course, you will learn to identify the necessary steps to update the information found in the results matrix at the moment of eligibility in an operation. Moreover, you will have available ¨how to¨ guides that will help you managing information regarding the operation.",Ingles 
ITEM-15003,PMR: Durante la Ejecución de un Proyecto (4/7) Aprende cómo reportar el avance logrado por tu operación y los posibles ajustes a la matriz de resultados.,Español 
ITEM-15004,"PMR: during Project Execution (4/7) The course PMR: during Project Execution is the fourth of 7 courses that you will study to learn details regarding the Project Monitoring Report (PMR). Learn how to report the progress of your operation and possible updates to the results matrix. Moreover, you will have available ¨how to¨ guides that will help you managing information regarding the operation.",Ingles 
ITEM-15005,"PMR: Validación (5/7) Este curso comprende el rol de los actores claves del proceso de validación del PMR de tu proyecto. El curso PMR: Validación es el quinto de un total de 7 cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR, por sus siglas en inglés. Al finalizar este quinto curso serás capaz de comprender el proceso de validación del PMR, identificando los actores que participan y sus respectivas responsabilidades. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.",Español 
ITEM-15006,"PMR: Validation (5/7) The course PMR: Validation is the fifth of 7 courses that you will study to learn details regarding the Project Monitoring Report (PMR). Learn how the different entities work together to validate your project. In this course, you will learn the validation process, main participants, and their responsibilities. Moreover, you will have available ¨how to¨ guides that will help you managing information regarding the operation.",Ingles 
ITEM-15007,"PMR: Clasificación de desempeño (6/7) Este curso comprende lo que significa la clasificación de desempeño y cómo se obtiene según la etapa en la cual se encuentra tu proyecto. El curso PMR: Clasificación de desempeño es el sexto de un total de 7 cursos en los que podrás conocer todos los detalles del Reporte de Monitoreo de Progreso o PMR, por sus siglas en inglés. Al finalizar este sexto curso serás capaz de identificar los indicadores de monitoreo e interpretar la clasificación de desempeño de un proyecto. Adicionalmente tendrás a tu disposición guías paso a paso que te ayudarán a registrar la información de progreso de tu operación en Convergencia.",Ingles 
ITEM-15008,"PMR: Performance Classification (6/7) The course PMR: Performance Classification is the sixth of 7 courses that you will study to learn details regarding the Project Monitoring Report (PMR). Learn what performance classification means and how it can be obtained. In this course, you will learn monitoring indicators and how these are applied to the performance classification of a project. Moreover, you will have available ¨how to¨ guides that will help you managing information regarding the operation.",Ingles 
ITEM-15009,"Uso de Condiciones Especiales en Préstamos de Inversión con Garantía Soberana Se explica la guía para el uso de condiciones especiales en contratos de préstamos con garantía soberana. El objetivo de la guía es racionalizar el uso de condiciones especiales en contratos y cuando sea posible, realizar la inclusión de una condición especial en documentos adicionales que permitan la flexibilidad de edición en el futuro.",Español 
ITEM-15010,"Use of Special Contractual Conditions in Sovereign Guaranteed Investment Loans This online course provides an overview on how to use special contractual conditions in sovereign guaranteed investment loans. The course seeks to rationalize the use of special contractual conditions and address other issues and requirements in supplementary project documentation, which would be more easily adapted and adjusted.",Ingles 
ITEM-152001,"Construcción de Capacidades para apoyar al Grupo BID a incorporar elementos de Cambio Climático en s Objetivo del taller es de fomentar y crear capacidades sobre las herramientas que existen en el Grupo BID (e.j. Scanning, Climate Finance Tracking, NDC Invest) para favorecer la incorporación de elementos de cambio climático en las operaciones que financia.",Español 
ITEM-152002,"Taller Avanzado en Gestión de Riesgos en Proyectos de Desarrollo Como parte del segundo nivel del plan de capación para ""Campeones de Riesgos"" se organiza un taller en el que se hará una profundización en la gestión de riesgos y los fundamentos de la PACI, así como se va a poder construir sobre otros temas vistos en el primer nivel de este plan.

Es requisito haber aprobado el Curso en Gestión de Riesgos en Proyectos de Desarrollo (primer nivel).",Español 
ITEM-153001,VPS Training ,Ingles 
ITEM-154001,"Hands-on BBL - IDBx Ticketing System for MOOCs and SPOCs This BBL will be a hands-on experience to train Production Coordinators on:
-	What is and how to use the IDBx Ticketing System (30 minutes)
-	Hands-On Training (1 hr)
o	Procedures to implement the IDBx Ticketing System in a MOOC or SPOC
o	Auto-Reply and idbx@iadb.org requests handling
o	Automatic Answers option & procedures to update them
-	Workload distribution & reporting (30 minutes)",Ingles 
